"brewery_id"	"brewery_name"	"city"	"state"	"lon"	"lat"	"address"
539	"Twin Lakes Brewing Company"	"Greenville"	" DE"	-75.5944454	39.7143528	"405 e marsh ln #7, newport, de 19804, usa"
540	"Mother Earth Brewing Company"	"Kinston"	" NC"	-77.5826165	35.2625038	"311 n herritage st, kinston, nc 28501, usa"
541	"Arcadia Brewing Company"	"Battle Creek"	" MI"	-85.5712007	42.2953297	"701 e michigan ave, kalamazoo, mi 49007, usa"
542	"Angry Minnow Brewing Company"	"Hayward"	" WI"	-91.4888447	46.0105497	"10440 florida ave, hayward, wi 54843, usa"
543	"Great Northern Brewing Company"	"Whitefish"	" MT"	-114.3371627	48.4123168	"2 central ave, whitefish, mt 59937, usa"
544	"Pyramid Breweries"	"Seattle"	" WA"	-122.3348888	47.592012	"1201 1st ave s, seattle, wa 98134, usa"
545	"Lancaster Brewing Company"	"Lancaster"	" PA"	-76.2982624	40.0436943	"2402, 302, n plum st, lancaster, pa 17602, united states"
546	"Upstate Brewing Company"	"Elmira"	" NY"	-76.8118215	42.1332972	"3028 lake rd, elmira, ny 14903, usa"
547	"Moat Mountain Smoke House & Brew..."	"North Conway"	" NH"	-71.1435717	44.0685332	"3378 white mountain hwy, north conway, nh 03860, usa"
548	"Prescott Brewing Company"	"Prescott"	" AZ"	-112.4697267	34.5420987	"130 w gurley st, prescott, az 86301, usa"
549	"Mogollon Brewing Company"	"Flagstaff"	" AZ"	-111.586562	35.2186128	"4366 e huntington dr, flagstaff, az 86004, usa"
550	"Wind River Brewing Company"	"Pinedale"	" WY"	-109.8660034	42.8663585	"402 w pine st, pinedale, wy 82941, usa"
551	"Silverton Brewery"	"Silverton"	" CO"	-107.6646158	37.8102996	"1067 blair st, silverton, co 81433, usa"
552	"Mickey Finn's Brewery"	"Libertyville"	" IL"	-87.954183	42.2863466	"345 n milwaukee ave, libertyville, il 60048, usa"
553	"Covington Brewhouse"	"Covington"	" LA"	-90.0966027	30.4778326	"226 e lockwood st, covington, la 70433, usa"
554	"Dave's Brewfarm"	"Wilson"	" WI"	-92.1756126	44.9734769	"2470 wilson st, wilson, wi 54027, usa"
555	"Ukiah Brewing Company"	"Ukiah"	" CA"	-123.2079354	39.1498635	"102 south state street ukiah, california, ukiah, ca 95482, united states"
556	"Butternuts Beer and Ale"	"Garrattsville"	" NY"	-75.190988	42.623539	"4021 ny-51, garrattsville, ny 13342, usa"
557	"Sleeping Lady Brewing Company"	"Anchorage"	" AK"	-149.8822109	61.138483	"148 w 91st st, anchorage, ak 99515, usa"
